reference_period,job_IDnumber,individual_IDnumber,employer_IDnumber,temporary_jobs_employer_IDnumber,j_job_start_date,j_job_end_effective_date,j_contract_type,j_job_end_planned_date,j_contract_planned_duration,j_job_status,j_blue_collar,j_posted_worker,j_assisting_family_member,j_maternity_leave,j_activation_measure,j_activation_measure_type,j_trial_period,j_trial_period_end_date,j_trial_period_length,j_F_short_time_working,j_short_time_working_benefit,j_short_time_working_hours,j_F_month_base_wage,j_month_base_wage,j_F_month_additionnal_wage,j_month_additionnal_wage,j_F_month_overtime_wage,j_month_overtime_wage,j_F_month_total_wage,j_month_total_wage,j_F_nb_base_worked_hours,j_nb_base_worked_hours,j_F_nb_overtime_paid_hours,j_nb_overtime_paid_hours,j_F_nb_total_worked_hours,j_nb_total_worked_hours,j_F_nb_base_worked_hours_ADJ,j_nb_base_worked_hours_ADJ,j_F_nb_total_worked_hours_ADJ,j_nb_total_worked_hours_ADJ,j_F_hourly_base_wage,j_hourly_base_wage,j_F_hourly_total_wage,j_hourly_total_wage,j_F_official_stat
202509,JOB281864486999,ID1699291694,EMP3362699725,-9,202403,202412,1,202412,4,0,0,0,0,0,0,,1,202406,12.0,0,,,1,8260.63,1,728.27,-8,,1,8988.9,1,165.71,-8,,1,165.71,1,164.62,1,163.31,1,50.18,1,55.04,1
202610,JOB655688921164,ID2243845682,EMP1540978370,-9,201709,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,5651.84,-8,,-8,,1,5651.84,1,160.76,-8,,1,160.76,1,163.83,1,158.69,1,34.5,1,35.62,1
202605,JOB207570298705,ID8906045643,EMP6160757589,-9,202403,,0,999909,-9,1,0,0,0,0,0,,1,202404,6.0,0,,,1,6319.81,1,114.25,-8,,1,6434.06,1,168.41,-8,,1,168.41,1,165.98,1,171.69,1,38.08,1,37.47,1
202512,JOB185120898278,ID8906045643,EMP5411569175,-9,201504,,0,999909,-9,0,0,0,0,0,1,PAN - Projet d'activité national,1,201505,4.0,0,,,1,4402.88,1,331.1,-8,,1,4733.98,1,166.48,-8,,1,166.48,1,166.58,1,165.23,1,26.43,1,28.65,1
202501,JOB193076657161,ID8020439931,EMP0731125640,-9,202211,202309,0,999909,-9,0,0,0,0,0,0,,1,202212,6.0,0,,,1,4196.89,-8,,-8,,1,4196.89,1,165.39,-8,,1,165.39,1,165.86,1,163.39,1,25.3,1,25.69,1
202410,JOB233660946763,ID8020439931,EMP9297112700,-9,202503,202606,0,999909,-9,0,0,0,0,0,0,,1,202505,8.0,0,,,1,6108.28,-8,,1,541.72,1,6649.99,1,172.89,1,10.221920385545197,1,183.11192038554518,1,171.66,1,181.8819203855452,1,35.58,1,36.56,1
202612,JOB451683921926,ID6917981106,EMP7149660185,TMP3026415607,202301,202302,1,202302,1,0,0,0,0,0,0,,0,,,0,,,1,3784.94,-8,,-8,,1,3784.94,1,167.49,-8,,1,167.49,1,166.69,1,170.75,1,22.71,1,22.17,1
202411,JOB529006404982,ID9087087929,EMP1547296789,-9,202110,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,4124.78,-8,,-8,,1,4124.78,1,160.34,-8,,1,160.34,1,158.54,1,157.44,1,26.02,1,26.2,1
202601,JOB194354538604,ID0298330825,EMP2388952790,-9,202501,,0,999909,-9,0,1,0,0,0,0,,1,202507,26.0,0,,,1,3624.85,-8,,-8,,1,3624.85,1,169.26,-8,,1,169.26,1,166.17,1,172.58,1,21.81,1,21.0,1
202603,JOB724965306533,ID9655268918,EMP8666083557,-9,202405,,0,999909,-9,0,0,0,0,0,0,,1,202408,12.0,0,,,1,4984.04,-8,,-8,,1,4984.04,1,162.56,1,17.26,1,179.82,1,160.53,1,181.58,1,31.05,1,27.45,1
202503,JOB962312599899,ID9364894735,EMP6639535566,-9,201902,201911,1,201911,4,0,0,0,0,0,0,,1,201903,4.0,1,1030.15,48.62,1,3433.82,1,360.33,-8,,1,3794.15,1,162.07,-8,,1,162.07,1,160.68,1,162.95,1,21.37,1,23.28,1
202510,JOB447132446955,ID9360730950,-9,-9,201808,201809,-9,201809,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202410,JOB260840084613,ID9401654940,EMP8533627026,-9,202403,,0,999909,-9,0,1,0,0,0,0,,1,202404,6.0,0,,,1,4054.09,1,122.07,-8,,1,4176.17,1,170.18,1,10.17,1,180.35,1,171.31,1,178.82,1,23.67,1,23.35,1
202404,JOB059184767733,ID9048839404,-9,-9,202002,202007,-9,202007,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202408,JOB468870119211,ID7472484319,EMP6051190365,-9,201811,,0,999909,-9,0,0,0,0,0,0,,1,201901,8.0,0,,,1,7285.57,1,562.09,-8,,1,7847.66,1,169.79,-8,,1,169.79,1,171.51,1,167.08,1,42.48,1,46.97,1
202611,JOB659306821140,ID6978159689,-9,-9,202206,202207,-9,202207,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202501,JOB719250287093,ID8706821675,EMP2264232544,-9,202210,,0,999909,-9,0,0,0,0,0,0,,1,202211,6.0,0,,,1,5209.18,-8,,-8,,1,5209.18,1,172.39,-8,,1,172.39,1,175.03,1,170.32,1,29.76,1,30.58,1
202604,JOB321635155435,ID3516761903,EMP7684612620,-9,202304,,0,999909,-9,0,0,0,0,0,0,,1,202306,8.0,0,,,1,4112.64,-8,,1,185.62,1,4298.27,1,171.05,1,5.146885286486049,1,176.19688528648607,1,169.05,1,174.19688528648607,1,24.33,1,24.67,1
202609,JOB222771347294,ID5039424452,EMP8193112573,-9,202101,202105,1,202105,3,0,0,0,0,0,0,,1,202107,26.0,0,,,1,5853.09,1,532.88,-8,,1,6385.97,1,163.34,-8,,1,163.34,1,163.44,1,165.3,1,35.81,1,38.63,1
202411,JOB014824543064,ID5286494931,EMP1521463823,-9,202402,,0,999909,-9,0,1,0,0,0,1,PAN - Projet d'activité national,1,202405,12.0,0,,,1,4001.1,-8,,-8,,1,4001.1,1,165.42,-8,,1,165.42,1,165.42,1,164.77,1,24.19,1,24.28,1
202405,JOB998865662989,ID2159298165,EMP0028440235,-9,202106,,0,999909,-9,0,0,0,0,0,0,,1,202108,8.0,0,,,1,3227.68,1,515.68,-8,,1,3743.36,1,163.27,-8,,1,163.27,1,162.13,1,164.98,1,19.91,1,22.69,1
202511,JOB798764720985,ID1741989947,EMP4402297646,-9,201704,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4039.95,-8,,-8,,1,4039.95,1,162.33,-8,,1,162.33,1,162.61,1,164.06,1,24.84,1,24.62,1
202608,JOB519195987139,ID5097661662,EMP5751028336,-9,202503,,3,202703,5,0,0,1,0,0,0,,-9,,,0,,,1,5258.49,-8,,-8,,1,5258.49,1,143.06,-8,,1,143.06,1,144.58,1,142.6,1,36.37,1,36.88,1
202512,JOB386628428871,ID5805373984,EMP6983871041,-9,202302,,0,999909,-9,1,1,0,0,1,0,,1,202304,8.0,0,,,1,7168.12,-8,,-8,,1,7168.12,1,160.96,-8,,1,160.96,1,163.44,1,157.97,1,43.86,1,45.38,1
202607,JOB947614406540,ID2402221841,EMP8281300364,-9,201605,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,5991.2,-8,,-8,,1,5991.2,1,160.37,-8,,1,160.37,1,157.61,1,160.21,1,38.01,1,37.4,1
202609,JOB786693277299,ID3450539676,EMP2945992935,-9,202303,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3329.4,1,278.57,-8,,1,3607.96,1,160.55,1,5.38,1,165.93,1,161.77,1,162.89,1,20.58,1,22.15,1
202603,JOB990681562195,ID7378962338,EMP3465326225,-9,202207,202211,1,202211,3,0,0,0,0,0,0,,0,,,0,,,1,4210.91,-8,,-8,,1,4210.91,1,162.77,-8,,1,162.77,1,161.76,1,163.93,1,26.03,1,25.69,1
202611,JOB053654487574,ID4859420595,EMP9191005453,-9,201501,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7873.0,-8,,-8,,1,7873.0,1,166.79,-8,,1,166.79,1,165.7,1,163.55,1,47.51,1,48.14,1
202505,JOB521701551484,ID9718148299,-9,-9,201508,201601,-9,201601,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202411,JOB893284897305,ID2847198679,-9,-9,202209,202210,-9,202210,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,0
202505,JOB554170780386,ID5158428735,EMP1712076813,-9,202006,,0,999909,-9,0,1,0,0,0,0,,1,202009,12.0,0,,,1,2934.66,1,537.77,1,418.15,1,3890.57,1,164.04,1,15.58225157024921,1,179.6222515702492,1,160.93,1,176.51225157024922,1,18.24,1,22.04,1
202502,JOB352213946316,ID5628696249,EMP7612702965,-9,202204,,0,999909,-9,0,0,0,0,0,0,,1,202210,26.0,0,,,1,5209.14,1,240.46,-8,,1,5449.6,1,164.9,-8,,1,164.9,1,162.6,1,166.46,1,32.04,1,32.74,1
202506,JOB060914498559,ID0779265797,EMP9795965644,-9,201704,,0,999909,-9,0,0,0,0,0,0,,1,201705,6.0,0,,,1,8182.91,-8,,-8,,1,8182.91,1,168.42,-8,,1,168.42,1,169.95,1,168.43,1,48.15,1,48.58,1
202510,JOB794751103020,ID8457192277,-9,-9,201704,201706,-9,201706,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202411,JOB488875235238,ID5577538248,EMP8102248966,-9,202303,,0,999909,-9,1,0,0,0,0,0,,1,202306,12.0,0,,,1,4513.48,-8,,-8,,1,4513.48,1,166.87,-8,,1,166.87,1,169.3,1,168.65,1,26.66,1,26.76,1
202412,JOB417807278080,ID6873090936,EMP6290955157,-9,201804,201805,4,201805,1,0,0,0,0,0,0,,-9,,,0,,,1,2193.88,-8,,-8,,1,2193.88,1,97.91,-8,,1,97.91,1,99.76,1,97.85,1,21.99,1,22.42,1
202602,JOB182330426093,ID6873090936,EMP2212871411,-9,202109,202405,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,4100.41,-8,,1,373.69,1,4474.09,1,170.91,1,10.383819137345263,1,181.29381913734525,1,170.83,1,181.21381913734527,1,24.0,1,24.69,1
202512,JOB406874171083,ID9978151407,EMP5740261734,-9,201802,,0,999909,-9,1,0,0,0,0,0,,1,201808,26.0,1,1678.37,48.32,1,5594.55,1,948.74,-8,,1,6543.3,1,161.06,-8,,1,161.06,1,159.97,1,163.96,1,34.97,1,39.91,1
202503,JOB422257232906,ID2671044859,EMP8108443983,-9,202204,,0,999909,-9,1,1,0,0,0,0,,1,202205,4.0,0,,,1,6094.14,-8,,-8,,1,6094.14,1,161.58,-8,,1,161.58,1,160.6,1,161.59,1,37.95,1,37.71,1
202409,JOB675712406357,ID0574285398,EMP3041094477,-9,202511,,0,999909,-9,0,1,0,0,0,0,,1,202512,6.0,0,,,1,4664.27,1,904.83,-8,,1,5569.1,1,172.94,1,6.33,1,179.27,1,173.74,1,177.95,1,26.85,1,31.3,1
202610,JOB669620811356,ID2332362159,-9,-9,202108,202110,-9,202110,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202611,JOB310578395607,ID2332362159,EMP1523408638,-9,202106,,0,999909,-9,0,0,0,0,0,0,,1,202112,26.0,1,1093.75,51.49,1,3645.85,1,685.51,1,385.01,1,4716.38,1,171.64,1,12.08381786677787,1,183.72381786677786,1,170.37,1,182.45381786677788,1,21.4,1,25.85,1
202609,JOB908273478220,ID3275200339,-9,-9,202407,202412,-9,202412,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202508,JOB382096314757,ID3275200339,EMP9089241920,-9,202202,,0,999909,-9,1,0,0,0,0,0,,1,202205,12.0,0,,,1,6044.36,-8,,-8,,1,6044.36,1,160.88,-8,,1,160.88,1,163.93,1,163.9,1,36.87,1,36.88,1
202601,JOB577344560848,ID4696571701,-9,-9,202410,202501,-9,202501,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202402,JOB761919411761,ID6358799679,EMP6727311036,-9,202202,,0,999909,-9,0,0,0,0,0,0,,1,202203,4.0,0,,,1,5685.39,1,994.22,-8,,1,6679.61,1,166.4,-8,,1,166.4,1,163.65,1,163.68,1,34.74,1,40.81,1
202603,JOB835888287700,ID4566086458,EMP3580249926,-9,201507,,0,999909,-9,0,0,0,0,0,0,,1,201510,12.0,0,,,1,3882.14,-8,,-8,,1,3882.14,1,162.47,-8,,1,162.47,1,163.7,1,165.08,1,23.71,1,23.52,0
202505,JOB682330322828,ID4566086458,EMP7015763259,-9,201506,201807,0,999909,-9,1,0,0,0,0,0,,1,201512,26.0,0,,,1,6850.98,1,877.07,-8,,1,7728.05,1,167.71,-8,,1,167.71,1,170.83,1,168.92,1,40.1,1,45.75,1
202409,JOB233985409906,ID6169061499,EMP7864930652,-9,202011,202012,1,202012,2,0,1,0,0,0,0,,1,202105,26.0,0,,,1,3831.5,-8,,-8,,1,3831.5,1,169.19,-8,,1,169.19,1,166.35,1,168.18,1,23.03,1,22.78,1
202505,JOB953355587583,ID5279618192,EMP9295709058,-9,202011,,0,999909,-9,1,1,0,0,0,0,,1,202101,8.0,0,,,1,7206.06,-8,,-8,,1,7206.06,1,172.45,-8,,1,172.45,1,170.59,1,170.09,1,42.24,1,42.37,1
202502,JOB892457560131,ID9847799301,EMP5639239951,-9,202102,202103,1,202103,2,0,0,0,0,0,0,,1,202108,26.0,0,,,1,4401.66,-8,,-8,,1,4401.66,1,169.13,-8,,1,169.13,1,168.73,1,171.65,1,26.09,1,25.64,1
202510,JOB344623307073,ID1658163461,EMP7290999020,-9,202008,202208,3,202208,5,0,0,0,0,0,0,,-9,,,0,,,1,3232.56,1,955.59,1,176.71,1,4364.86,1,142.33,1,5.187018300538634,1,147.51701830053864,1,144.73,1,149.91701830053861,1,22.34,1,29.12,1
202605,JOB399414984273,ID9227502719,EMP2524718494,-9,201509,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7691.76,-8,,-8,,1,7691.76,1,167.16,-8,,1,167.16,1,165.29,1,170.42,1,46.53,1,45.13,1
202411,JOB530053642405,ID9227502719,EMP4125836419,-9,201710,,0,999909,-9,0,1,0,0,0,0,,1,201711,6.0,0,,,1,3944.75,-8,,-8,,1,3944.75,1,165.44,-8,,1,165.44,1,166.05,1,166.55,1,23.76,1,23.69,1
202611,JOB637358230661,ID9724910211,EMP4505855817,-9,202210,,0,999909,-9,1,0,0,0,0,1,PAN - Projet d'activité national,1,202304,26.0,0,,,1,4577.24,-8,,-8,,1,4577.24,1,164.9,-8,,1,164.9,1,163.57,1,163.64,1,27.98,1,27.97,1
202409,JOB874206293158,ID6359225589,EMP7144054997,-9,202111,,0,999909,-9,1,0,0,0,0,0,,1,202202,12.0,0,,,1,5936.9,1,109.48,-8,,1,6046.38,1,167.23,1,16.45,1,183.68,1,167.05,1,186.34,1,35.54,1,32.45,1
202506,JOB167294090042,ID7428730002,EMP0367976161,-9,202406,202410,1,202410,3,0,1,0,0,0,0,,1,202412,26.0,0,,,1,2654.99,-8,,-8,,1,2654.99,1,162.38,1,8.2,1,170.58,1,161.51,1,170.5,1,16.44,1,15.57,0
202506,JOB006243626118,ID4186127511,-9,-9,202502,202504,-9,202504,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202509,JOB201580406138,ID9909044921,EMP0972663089,-9,202003,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,3031.5,-8,,-8,,1,3031.5,1,167.77,-8,,1,167.77,1,169.32,1,165.18,1,17.9,1,18.35,1
202610,JOB609548562253,ID5839516576,EMP1903783218,-9,201508,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4439.39,-8,,1,552.81,1,4992.2,1,172.02,1,14.280347782803876,1,186.3003477828039,1,174.27,1,188.5503477828039,1,25.47,1,26.48,1
202509,JOB414191707185,ID3784816893,EMP0647568637,-9,202204,,0,999909,-9,0,0,0,0,0,0,,1,202206,8.0,0,,,1,6492.23,1,132.32,-8,,1,6624.54,1,171.23,-8,,1,171.23,1,170.84,1,171.15,1,38.0,1,38.71,1
202403,JOB868059193470,ID3271379792,EMP4508974680,-9,202305,202503,0,999909,-9,0,0,0,0,0,0,,1,202311,26.0,1,2062.64,51.21,1,6875.46,-8,,-8,,1,6875.46,1,170.71,-8,,1,170.71,1,169.72,1,168.7,1,40.51,1,40.76,1
202407,JOB623887011174,ID2598982615,EMP1181214557,-9,202508,202601,0,999909,-9,1,1,0,0,0,0,,1,202509,4.0,0,,,1,5164.86,1,825.32,-8,,1,5990.18,1,166.48,-8,,1,166.48,1,168.57,1,163.63,1,30.64,1,36.61,1
202507,JOB241589921866,ID7763819538,EMP7616533929,-9,202002,,0,999909,-9,0,1,0,0,0,0,,1,202003,6.0,0,,,1,3518.63,-8,,1,421.3,1,3939.93,1,171.73,1,13.707929475558077,1,185.43792947555806,1,172.02,1,185.72792947555808,1,20.45,1,21.21,1
202506,JOB973285167524,ID7691741690,EMP4907975033,-9,202102,202302,3,202302,5,0,0,0,0,0,0,,-9,,,0,,,1,7657.61,-8,,-8,,1,7657.61,1,153.46,-8,,1,153.46,1,154.57,1,155.47,1,49.54,1,49.25,1
202402,JOB038997861803,ID0467710699,EMP0215005878,-9,202102,,0,999909,-9,0,0,0,0,0,0,,1,202108,26.0,1,1776.38,51.07,1,5921.25,-8,,-8,,1,5921.25,1,170.25,-8,,1,170.25,1,169.75,1,172.35,1,34.88,1,34.36,1
202412,JOB578842307424,ID9302496190,EMP9569091392,-9,202104,202505,0,999909,-9,0,0,0,0,0,0,,1,202106,8.0,0,,,1,5350.81,1,682.66,1,784.17,1,6817.64,1,168.22,1,16.43527148942369,1,184.65527148942368,1,169.66,1,186.09527148942368,1,31.54,1,36.64,1
202612,JOB167524661655,ID1591951762,EMP2252928115,-9,202107,,0,999909,-9,1,1,0,0,0,0,,1,202109,8.0,0,,,1,4962.54,-8,,-8,,1,4962.54,1,172.35,-8,,1,172.35,1,170.99,1,175.67,1,29.02,1,28.25,1
202510,JOB911199978554,ID1591951762,EMP0014787999,-9,201902,,0,999909,-9,0,1,0,0,0,0,,1,201903,6.0,0,,,1,3293.07,1,377.18,-8,,1,3670.26,1,172.18,-8,,1,172.18,1,169.48,1,173.61,1,19.43,1,21.14,1
202606,JOB424089950566,ID1187391050,-9,-9,202501,202504,-9,202504,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202502,JOB756061086752,ID1639763865,EMP0366497043,-9,201710,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3596.77,-8,,-8,,1,3596.77,1,164.51,-8,,1,164.51,1,165.86,1,165.11,1,21.69,1,21.78,1
202405,JOB731760707728,ID9604531741,EMP5615828280,-9,202009,,0,999909,-9,0,0,0,0,0,0,,1,202010,4.0,0,,,1,7019.13,-8,,-8,,1,7019.13,1,167.23,-8,,1,167.23,1,165.12,1,169.3,1,42.51,1,41.46,1
202408,JOB246912150650,ID5531317219,EMP0900157121,-9,202305,,0,999909,-9,1,1,0,0,0,0,,1,202307,8.0,1,1529.7,48.78,1,5099.0,-8,,-8,,1,5099.0,1,162.61,-8,,1,162.61,1,165.43,1,165.4,1,30.82,1,30.83,0
202408,JOB241065981282,ID9402025383,EMP5170833649,-9,201909,202209,3,202209,5,0,1,0,0,0,0,,-9,,,0,,,1,3397.35,-8,,-8,,1,3397.35,1,169.84,-8,,1,169.84,1,168.79,1,169.31,1,20.13,1,20.07,1
202408,JOB080325248352,ID7637516495,EMP1609785203,-9,201805,201806,1,201806,1,0,0,0,0,0,0,,0,,,0,,,1,6959.69,-8,,-8,,1,6959.69,1,165.73,-8,,1,165.73,1,169.0,1,169.0,1,41.18,1,41.18,1
202510,JOB293635582593,ID2349149199,-9,-9,202011,202105,-9,202105,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202606,JOB355053095764,ID5938933047,EMP5681099358,-9,202509,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,3383.32,1,378.81,-8,,1,3762.13,1,164.33,-8,,1,164.33,1,162.57,1,161.54,1,20.81,1,23.29,1
202601,JOB331452528577,ID5938933047,EMP7544541311,-9,202302,,0,999909,-9,0,0,0,0,0,0,,1,202303,4.0,0,,,1,3005.5,-8,,-8,,1,3005.5,1,161.93,-8,,1,161.93,1,162.42,1,161.73,1,18.5,1,18.58,1
202505,JOB152650932343,ID4114182710,-9,-9,201507,201601,-9,201601,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202601,JOB059804201927,ID1336543616,EMP9167880772,-9,202001,202401,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2776.29,-8,,1,331.55,1,3107.84,1,163.14,1,12.988156868460488,1,176.12815686846048,1,163.84,1,176.8281568684605,1,16.95,1,17.58,1
202612,JOB529921350798,ID7333020985,EMP5954103907,-9,201805,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2812.7,1,991.0,-8,,1,3803.7,1,169.6,-8,,1,169.6,1,169.05,1,172.22,1,16.64,1,22.09,1
202410,JOB830141065189,ID5069651985,EMP6018455664,-9,202008,,0,999909,-9,0,1,0,0,1,0,,0,,,0,,,1,4526.6,1,766.66,-8,,1,5293.26,1,168.29,-8,,1,168.29,1,170.91,1,169.29,1,26.49,1,31.27,1
202612,JOB017207156588,ID5335811237,EMP8393423770,-9,202501,,0,999909,-9,0,1,0,0,0,0,,1,202502,6.0,0,,,1,4319.12,-8,,-8,,1,4319.12,1,168.48,-8,,1,168.48,1,169.99,1,169.84,1,25.41,1,25.43,1
202411,JOB581398738280,ID5335811237,EMP0857346603,TMP3134626886,201508,201602,2,201602,2,0,1,0,0,0,0,,-9,,,0,,,1,3430.32,1,766.37,-8,,1,4196.68,1,170.48,-8,,1,170.48,1,173.11,1,171.05,1,19.82,1,24.53,1
202611,JOB237319406541,ID4317741725,EMP2120020819,-9,201607,,0,999909,-9,0,0,0,0,0,1,PAN - Projet d'activité national,0,,,0,,,1,3997.2,1,213.33,-8,,1,4210.53,1,171.14,-8,,1,171.14,1,170.0,1,167.8,1,23.51,1,25.09,1
202405,JOB062694304619,ID2488744562,-9,-9,202002,202008,-9,202008,4,2,-8,-9,0,0,1,CAE - Contrat d'appui-emploi,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202504,JOB197172145420,ID2488744562,EMP1475756126,-9,201710,,0,999909,-9,0,1,0,0,0,0,,1,201711,6.0,0,,,1,3758.37,-8,,1,583.53,1,4341.9,1,169.61,1,17.555965663165654,1,187.16596566316568,1,168.35,1,185.90596566316566,1,22.32,1,23.36,1
202411,JOB107892131104,ID8062864238,EMP2536973228,-9,201502,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2651.31,1,311.21,-8,,1,2962.52,1,167.43,-8,,1,167.43,1,164.66,1,168.74,1,16.1,1,17.56,1
202502,JOB207499774728,ID5981284725,EMP5134519411,-9,201709,,0,999909,-9,0,1,0,0,0,0,,1,201710,6.0,0,,,1,4150.14,1,553.27,-8,,1,4703.41,1,168.36,-8,,1,168.36,1,165.01,1,165.31,1,25.15,1,28.45,1
202601,JOB600112291744,ID7195140958,EMP8108293160,-9,202403,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3885.9,-8,,-8,,1,3885.9,1,165.64,-8,,1,165.64,1,167.56,1,168.23,1,23.19,1,23.1,1
202602,JOB396284917614,ID4199030534,EMP8642058167,-9,201504,,0,999909,-9,1,0,0,0,0,0,,1,201505,4.0,0,,,1,6644.6,1,884.59,-8,,1,7529.19,1,162.78,-8,,1,162.78,1,164.41,1,164.47,1,40.41,1,45.78,1
202504,JOB526600235063,ID4220191015,EMP7701157456,-9,201602,201603,1,201603,2,0,0,0,0,0,0,,0,,,0,,,1,6606.23,-8,,-8,,1,6606.23,1,168.7,1,7.02,1,175.72,1,166.11,1,178.83,1,39.77,1,36.94,1
202607,JOB759664579937,ID9595106409,EMP0310234969,-9,202001,202607,0,999909,-9,0,1,0,0,0,0,,1,202007,26.0,0,,,1,4487.4,-8,,1,402.65,1,4890.05,1,161.45,1,9.657937916937826,1,171.10793791693783,1,159.7,1,169.35793791693783,1,28.1,1,28.87,1
202604,JOB223991970320,ID9595106409,EMP7832939276,-9,201803,,0,999909,-9,0,0,0,0,0,0,,1,201806,12.0,0,,,1,6654.87,-8,,-8,,1,6654.87,1,167.22,-8,,1,167.22,1,169.49,1,164.76,1,39.26,1,40.39,1
202503,JOB643902514351,ID5505655021,EMP6288026884,-9,201707,,0,999909,-9,0,1,0,0,0,0,,1,201710,12.0,0,,,1,4430.5,-8,,-8,,1,4430.5,1,162.81,-8,,1,162.81,1,162.71,1,162.07,1,27.23,1,27.34,1
202610,JOB777755486218,ID1692283938,-9,TMP7548950261,201810,201903,-9,201903,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202609,JOB696997801875,ID1467890164,EMP7368020869,-9,202301,,0,999909,-9,1,0,0,0,0,1,CIE - Contrat d'initiation à l'emploi,0,,,0,,,1,5194.99,-8,,-8,,1,5194.99,1,163.08,-8,,1,163.08,1,162.39,1,164.56,1,31.99,1,31.57,1
202504,JOB413442131890,ID6194711023,EMP1208203507,-9,201507,201609,0,999909,-9,0,1,0,0,0,0,,1,201508,4.0,0,,,1,4494.09,-8,,1,605.47,1,5099.56,1,161.31,1,14.488443783054997,1,175.798443783055,1,159.74,1,174.228443783055,1,28.13,1,29.27,1
202605,JOB831430169840,ID9860356897,EMP7640875140,-9,202001,202005,2,202005,2,0,0,0,1,0,0,,-9,,,0,,,1,3859.5,1,779.65,-8,,1,4639.15,1,161.29,-8,,1,161.29,1,159.75,1,161.5,1,24.16,1,28.73,1
202604,JOB891974204596,ID9389228636,EMP2105973288,-9,201510,201607,1,201607,4,0,1,0,0,0,0,,0,,,0,,,1,4081.93,1,859.28,-8,,1,4941.22,1,167.63,-8,,1,167.63,1,167.83,1,170.01,1,24.32,1,29.06,1
202611,JOB492228956820,ID2001533422,EMP7755873422,-9,202109,,0,999909,-9,1,1,0,0,0,0,,1,202110,6.0,0,,,1,4131.33,1,399.82,-8,,1,4531.15,1,161.23,-8,,1,161.23,1,161.05,1,163.52,1,25.65,1,27.71,1
202611,JOB467598636214,ID0463178836,-9,-9,202009,202102,-9,202102,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202405,JOB463869858799,ID2252315320,EMP5443183035,TMP1274741498,202202,202206,1,202206,3,0,0,0,0,0,0,,1,202203,6.0,0,,,1,4631.51,-8,,-8,,1,4631.51,1,167.8,-8,,1,167.8,1,164.49,1,167.72,1,28.16,1,27.61,1
